ID,requestTime,pickupTime,pickoffTime,expectedTime,movementTime,sharingTime,vehicle
1372638156620000451,2013-07-01 08:22:36,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,90
1372638158620000620,2013-07-01 08:22:38,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,102
1372638160620000456,2013-07-01 08:22:40,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,29
1372638161620000423,2013-07-01 08:22:41,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,102
1372638165620000435,2013-07-01 08:22:45,2013-07-01 08:23:31,2013-07-01 08:37:06,601.0,815.0,811.0,85
1372638266620000611,2013-07-01 08:24:26,2013-07-01 08:26:17,2013-07-01 08:52:05,811.0,1548.0,1517.0,29
1372638303620000112,2013-07-01 08:25:03,2013-07-01 08:26:07,2013-07-01 08:26:07,0.0,0.0,0.0,57
1372638342620000011,2013-07-01 08:25:42,2013-07-01 08:26:02,2013-07-01 08:41:35,572.0,933.0,933.0,43
1372638361620000154,2013-07-01 08:26:01,2013-07-01 08:30:22,2013-07-01 08:39:14,0.0,532.0,0.0,102
1372638451620000621,2013-07-01 08:27:31,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,90
1372638481620000403,2013-07-01 08:28:01,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,57
1372638502620000320,2013-07-01 08:28:22,2013-07-01 08:31:00,2013-07-01 08:36:08,308.0,308.0,308.0,43
1372638504620000600,2013-07-01 08:28:24,2013-07-01 08:31:19,2013-07-01 08:42:08,580.0,649.0,620.0,57
1372638513620000473,2013-07-01 08:28:33,2013-07-01 08:31:23,2013-07-01 08:31:23,0.0,0.0,0.0,80
1372638560620000308,2013-07-01 08:29:20,2013-07-01 08:32:13,2013-07-01 08:40:43,425.0,510.0,501.0,29
1372638595620000233,2013-07-01 08:29:55,2013-07-01 08:34:54,2013-07-01 08:48:58,369.0,844.0,844.0,90
1372638616620000672,2013-07-01 08:30:16,2013-07-01 08:30:27,2013-07-01 08:50:07,1006.0,1180.0,1180.0,85
1372638641620000520,2013-07-01 08:30:41,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,102
1372638700620000665,2013-07-01 08:31:40,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,102
1372638793620000571,2013-07-01 08:33:13,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,29
1372638851620000406,2013-07-01 08:34:11,2013-07-01 08:35:31,2013-07-01 08:41:26,0.0,355.0,0.0,72
1372638902620000372,2013-07-01 08:35:02,2013-07-01 08:38:04,2013-07-01 08:42:04,240.0,240.0,240.0,90
1372639092620000233,2013-07-01 08:38:12,2013-07-01 08:39:58,2013-07-01 08:39:58,0.0,0.0,0.0,104
1372639096620000231,2013-07-01 08:38:16,2013-07-01 08:41:04,2013-07-01 08:58:21,0.0,1037.0,0.0,62
1372639135620000570,2013-07-01 08:38:55,2013-07-01 08:42:59,2013-07-01 08:44:47,0.0,108.0,0.0,45
1372639181620000089,2013-07-01 08:39:41,2013-07-01 08:41:52,2013-07-01 08:43:10,78.0,78.0,78.0,102
1372639212620000497,2013-07-01 08:40:12,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,57
1372639241620000060,2013-07-01 08:40:41,2013-07-01 08:42:24,2013-07-01 08:51:13,473.0,529.0,524.0,102
1372639358620000463,2013-07-01 08:42:38,2013-07-01 08:44:15,2013-07-01 09:01:39,728.0,1044.0,861.0,57
1372639359620000160,2013-07-01 08:42:39,2013-07-01 08:42:39,2013-07-01 08:51:51,0.0,552.0,0.0,80
1372639364620000015,2013-07-01 08:42:44,2013-07-01 08:46:36,2013-07-01 09:10:28,236.0,1432.0,1384.0,104
1372639380620000201,2013-07-01 08:43:00,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,57
1372639441620000012,2013-07-01 08:44:01,2013-07-01 08:46:36,2013-07-01 08:56:37,518.0,601.0,595.0,104
1372639475620000199,2013-07-01 08:44:35,2013-07-01 08:48:22,2013-07-01 08:54:56,0.0,394.0,0.0,72
1372639521620000403,2013-07-01 08:45:21,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,62
1372639535620000161,2013-07-01 08:45:35,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,62
1372639536620000570,2013-07-01 08:45:36,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,102
1372639558620000005,2013-07-01 08:45:58,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,57
1372639635620000178,2013-07-01 08:47:15,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,104
1372639848620000424,2013-07-01 08:50:48,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,62
1372639857620000089,2013-07-01 08:50:57,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,62
1372639871620000653,2013-07-01 08:51:11,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,90
1372639875620000009,2013-07-01 08:51:15,2013-07-01 08:55:10,2013-07-01 09:07:19,554.0,729.0,722.0,43
1372639960620000309,2013-07-01 08:52:40,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,90
1372639973620000686,2013-07-01 08:52:53,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,57
1372640068620000616,2013-07-01 08:54:28,2013-07-01 08:56:50,2013-07-01 09:26:38,208.0,1788.0,1003.0,31
1372640078620000333,2013-07-01 08:54:38,2013-07-01 08:58:41,2013-07-01 09:01:37,0.0,176.0,0.0,80
1372640130620000010,2013-07-01 08:55:30,2013-07-01 08:59:56,2013-07-01 09:10:48,141.0,652.0,645.0,43
1372640331620000496,2013-07-01 08:58:51,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,80
1372640338620000423,2013-07-01 08:58:58,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,90
1372640356620000657,2013-07-01 08:59:16,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,102
1372640399620000320,2013-07-01 08:59:59,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,80
1372640408620000013,2013-07-01 09:00:08,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,43
1372640499620000596,2013-07-01 09:01:39,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,90
1372640499620000309,2013-07-01 09:01:39,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,80
1372640550620000233,2013-07-01 09:02:30,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,90
1372640555620000235,2013-07-01 09:02:35,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,104
1372640577620000632,2013-07-01 09:02:57,2013-07-01 09:07:21,2013-07-01 09:15:25,0.0,484.0,0.0,41
1372640610620000161,2013-07-01 09:03:30,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,50
1372640900620000572,2013-07-01 09:08:20,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,41
1372640943620000596,2013-07-01 09:09:03,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,41
1372641041620000481,2013-07-01 09:10:41,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,31
1372641048620000560,2013-07-01 09:10:48,2013-07-01 09:14:55,2013-07-01 09:17:11,0.0,136.0,0.0,85
1372641068620000178,2013-07-01 09:11:08,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,80
1372641088620000574,2013-07-01 09:11:28,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,90
1372641149620000235,2013-07-01 09:12:29,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,90
1372641197620000653,2013-07-01 09:13:17,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,90
1372641278620000009,2013-07-01 09:14:38,2013-07-01 09:16:09,2013-07-01 09:20:08,239.0,239.0,239.0,31
1372641284620000648,2013-07-01 09:14:44,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,80
1372641297620000320,2013-07-01 09:14:57,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,80
1372641328620000005,2013-07-01 09:15:28,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,43
1372641403620000424,2013-07-01 09:16:43,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,80
1372641453620000010,2013-07-01 09:17:33,2013-07-01 09:18:37,2013-07-01 09:31:10,234.0,753.0,695.0,43
1372641454620000195,2013-07-01 09:17:34,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,43
1372641600620000612,2013-07-01 09:20:00,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,80
1372641690620000372,2013-07-01 09:21:30,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,80
1372641721620000686,2013-07-01 09:22:01,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,80
1372641724620000435,2013-07-01 09:22:04,2013-07-01 09:25:45,2013-07-01 09:26:52,67.0,67.0,67.0,43
1372641742620000657,2013-07-01 09:22:22,2013-07-01 09:24:11,2013-07-01 09:31:37,0.0,446.0,0.0,102
1372641749620000571,2013-07-01 09:22:29,2013-07-01 09:25:50,2013-07-01 09:27:25,0.0,95.0,0.0,90
1372641858620000154,2013-07-01 09:24:18,2013-07-01 09:26:13,2013-07-01 09:33:12,67.0,419.0,419.0,104
1372641886620000089,2013-07-01 09:24:46,2013-07-01 09:28:06,2013-07-01 09:32:04,0.0,238.0,0.0,57
1372641991620000231,2013-07-01 09:26:31,2013-07-01 09:29:42,2013-07-01 09:36:04,232.0,382.0,382.0,104
1372642071620000305,2013-07-01 09:27:51,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,102
1372642168620000570,2013-07-01 09:29:28,2013-07-01 09:30:26,2013-07-01 09:31:54,0.0,88.0,0.0,45
1372642178620000060,2013-07-01 09:29:38,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,45
1372642204620000596,2013-07-01 09:30:04,2013-07-01 09:31:22,2013-07-01 09:38:02,0.0,400.0,0.0,31
1372642291620000231,2013-07-01 09:31:31,2013-07-01 09:32:33,2013-07-01 09:41:08,0.0,515.0,0.0,43
1372642351620000005,2013-07-01 09:32:31,2013-07-01 09:33:44,2013-07-01 09:35:21,0.0,97.0,0.0,90
1372642438620000657,2013-07-01 09:33:58,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,45
1372642546620000458,2013-07-01 09:35:46,2013-07-01 09:38:56,2013-07-01 09:45:49,0.0,413.0,0.0,80
1372642553620000167,2013-07-01 09:35:53,2013-07-01 09:39:27,2013-07-01 09:50:12,242.0,645.0,433.0,102
1372642569620000004,2013-07-01 09:36:09,2013-07-01 09:38:32,2013-07-01 09:39:29,0.0,57.0,0.0,90
1372642706620000653,2013-07-01 09:38:26,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,43
1372642896620000403,2013-07-01 09:41:36,2013-07-01 09:42:52,2013-07-01 09:53:02,0.0,610.0,0.0,90
1372642990620000503,2013-07-01 09:43:10,2013-07-01 09:45:22,2013-07-01 09:47:21,119.0,119.0,119.0,102
1372643195620000372,2013-07-01 09:46:35,2013-07-01 09:49:13,2013-07-01 09:56:11,0.0,418.0,0.0,43
1372643201620000621,2013-07-01 09:46:41,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,90
1372643415620000653,2013-07-01 09:50:15,2013-07-01 09:52:22,2013-07-01 09:57:52,0.0,330.0,0.0,57
1372643424620000571,2013-07-01 09:50:24,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,90
1372643562620000570,2013-07-01 09:52:42,2013-07-01 09:55:30,2013-07-01 09:58:58,0.0,208.0,0.0,45
1372643618620000463,2013-07-01 09:53:38,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,104
1372643636620000060,2013-07-01 09:53:56,2013-07-01 09:55:02,2013-07-01 10:01:21,0.0,379.0,0.0,102
1372643656620000492,2013-07-01 09:54:16,2013-07-01 09:56:27,2013-07-01 10:13:59,440.0,1052.0,882.0,104
1372643825620000569,2013-07-01 09:57:05,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,104
1372643825620000612,2013-07-01 09:57:05,2013-07-01 09:58:19,2013-07-01 10:01:42,0.0,203.0,0.0,90
1372643923620000360,2013-07-01 09:58:43,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,104
1372643960620000545,2013-07-01 09:59:20,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,90
1372644235620000520,2013-07-01 10:03:55,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,104
1372644253620000574,2013-07-01 10:04:13,2013-07-01 10:05:53,2013-07-01 10:16:01,48.0,608.0,547.0,41
1372644270620000173,2013-07-01 10:04:30,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,104
1372644281620000320,2013-07-01 10:04:41,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,102
1372644302620000560,2013-07-01 10:05:02,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,102
1372644311620000492,2013-07-01 10:05:11,2013-07-01 10:05:11,2013-07-01 10:21:44,380.0,993.0,712.0,31
1372644406620000486,2013-07-01 10:06:46,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,102
1372644406620000154,2013-07-01 10:06:46,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,41
1372644436620000112,2013-07-01 10:07:16,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,90
1372644458620000450,2013-07-01 10:07:38,2013-07-01 10:11:33,2013-07-01 10:17:52,0.0,379.0,0.0,80
1372644476620000307,2013-07-01 10:07:56,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,31
1372644642620000305,2013-07-01 10:10:42,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,31
1372644655620000520,2013-07-01 10:10:55,2013-07-01 10:15:08,2013-07-01 10:29:33,206.0,865.0,719.0,102
1372644810620000004,2013-07-01 10:13:30,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,31
1372644996620000620,2013-07-01 10:16:36,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,102
1372645102620000671,2013-07-01 10:18:22,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,102
1372645110620000542,2013-07-01 10:18:30,2013-07-01 10:21:33,2013-07-01 10:27:25,0.0,352.0,0.0,41
1372645157620000341,2013-07-01 10:19:17,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,31
1372645158620000015,2013-07-01 10:19:18,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,90
1372645240620000577,2013-07-01 10:20:40,2013-07-01 10:23:31,2013-07-01 10:39:36,0.0,965.0,0.0,43
1372645298620000307,2013-07-01 10:21:38,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,102
1372645400620000435,2013-07-01 10:23:20,2013-07-01 10:27:10,2013-07-01 10:43:06,886.0,956.0,937.0,31
1372645426620000454,2013-07-01 10:23:46,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,102
1372645492620000171,2013-07-01 10:24:52,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,31
1372645575620000201,2013-07-01 10:26:15,2013-07-01 10:30:23,2013-07-01 10:32:59,0.0,156.0,0.0,104
1372645583620000007,2013-07-01 10:26:23,2013-07-01 10:28:05,2013-07-01 10:32:02,0.0,237.0,0.0,90
1372645859620000199,2013-07-01 10:30:59,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,102
1372646014620000611,2013-07-01 10:33:34,2013-07-01 10:37:40,2013-07-01 11:01:33,87.0,1433.0,728.0,102
1372646066620000167,2013-07-01 10:34:26,2013-07-01 10:37:53,2013-07-01 10:48:15,0.0,622.0,0.0,45
1372646173620000686,2013-07-01 10:36:13,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,41
1372646292620000101,2013-07-01 10:38:12,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,41
1372646391620000233,2013-07-01 10:39:51,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,41
1372646419620000372,2013-07-01 10:40:19,2013-07-01 10:44:42,2013-07-01 11:06:47,546.0,1325.0,1274.0,104
1372646432620000105,2013-07-01 10:40:32,2013-07-01 10:44:49,2013-07-01 10:54:20,0.0,571.0,0.0,103
1372646454620000574,2013-07-01 10:40:54,2013-07-01 10:44:42,2013-07-01 10:46:13,91.0,91.0,91.0,104
1372646478620000398,2013-07-01 10:41:18,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,41
1372646490620000067,2013-07-01 10:41:30,2013-07-01 10:42:35,2013-07-01 10:52:20,0.0,585.0,0.0,84
1372646567620000520,2013-07-01 10:42:47,2013-07-01 10:46:04,2013-07-01 10:59:19,224.0,795.0,591.0,90
1372646610620000112,2013-07-01 10:43:30,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,69
1372646627620000503,2013-07-01 10:43:47,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,104
1372646650620000569,2013-07-01 10:44:10,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,41
1372646651620000688,2013-07-01 10:44:11,2013-07-01 10:49:10,2013-07-01 11:06:01,584.0,1011.0,984.0,69
1372646663620000473,2013-07-01 10:44:23,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,102
1372646710620000367,2013-07-01 10:45:10,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,41
1372646789620000534,2013-07-01 10:46:29,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,69
1372646810620000672,2013-07-01 10:46:50,2013-07-01 10:49:00,2013-07-01 11:08:10,0.0,1150.0,0.0,72
1372646864620000089,2013-07-01 10:47:44,2013-07-01 10:49:35,2013-07-01 10:55:30,320.0,355.0,355.0,104
1372646879620000305,2013-07-01 10:47:59,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,41
1372646917620000190,2013-07-01 10:48:37,2013-07-01 10:52:11,2013-07-01 11:06:28,249.0,857.0,771.0,90
1372646923620000472,2013-07-01 10:48:43,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,90
1372646925620000596,2013-07-01 10:48:45,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,102
1372646982620000600,2013-07-01 10:49:42,2013-07-01 10:52:36,2013-07-01 11:03:54,473.0,678.0,598.0,41
1372647034620000009,2013-07-01 10:50:34,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,69
1372647050620000496,2013-07-01 10:50:50,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,41
1372647114620000013,2013-07-01 10:51:54,2013-07-01 10:56:26,2013-07-01 11:00:17,231.0,231.0,231.0,69
1372647115620000201,2013-07-01 10:51:55,2013-07-01 10:54:59,2013-07-01 11:06:44,705.0,705.0,705.0,102
1372647120620000307,2013-07-01 10:52:00,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,104
1372647224620000010,2013-07-01 10:53:44,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,90
1372647232620000173,2013-07-01 10:53:52,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,41
1372647382620000686,2013-07-01 10:56:22,2013-07-01 10:57:00,2013-07-01 11:05:29,437.0,509.0,509.0,104
1372647564620000454,2013-07-01 10:59:24,2013-07-01 11:01:46,2013-07-01 11:22:26,323.0,1240.0,1115.0,84
1372647636620000621,2013-07-01 11:00:36,2013-07-01 11:02:52,2013-07-01 11:06:28,216.0,216.0,216.0,104
1372647683620000492,2013-07-01 11:01:23,2013-07-01 11:03:23,2013-07-01 11:25:02,277.0,1299.0,1241.0,90
1372647704620000476,2013-07-01 11:01:44,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,90
1372647730620000534,2013-07-01 11:02:10,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,85
1372647797620000005,2013-07-01 11:03:17,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,84
1372647874620000195,2013-07-01 11:04:34,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,84
1372647913620000307,2013-07-01 11:05:13,2013-07-01 11:09:34,2013-07-01 11:14:26,146.0,292.0,292.0,85
1372647990620000653,2013-07-01 11:06:30,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,90
1372648061620000406,2013-07-01 11:07:41,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,90
1372648129620000199,2013-07-01 11:08:49,2013-07-01 11:11:41,2013-07-01 11:19:16,369.0,455.0,445.0,84
1372648236620000307,2013-07-01 11:10:36,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,85
1372648345620000367,2013-07-01 11:12:25,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,84
1372648378620000325,2013-07-01 11:12:58,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,85
1372648404620000503,2013-07-01 11:13:24,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,41
1372648417620000015,2013-07-01 11:13:37,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,90
1372648496620000101,2013-07-01 11:14:56,2013-07-01 11:18:10,2013-07-01 11:31:35,723.0,805.0,763.0,41
1372648526620000011,2013-07-01 11:15:26,1970-01-01 08:00:00,1970-01-01 08:00:00,0.0,0.0,0.0,85
1372648539620000632,2013-07-01 11:15:39,2013-07-01 11:17:34,2013-07-01 11:50:29,184.0,1975.0,1763.0,104
